CATEGORY_NAME;LEVEL_NO;LEVEL_DESCR;RPN_CODE;PART_NUMBER;MARKETING_STATUS;PUBLISHED;GENERAL_DESCRIPTION
Lighting Sensors;4;Cust-Application;251100;L7986;Active;Y;3 A step-down switching regulator
Lighting Sensors;4;Cust-Application;247270;L7987;Active;Y;61 V 3 A asynchronous step-down switching regulator with adjustable current limitation
Lighting Sensors;4;Cust-Application;260571;L7987L;Active;Y;61 V 2 A asynchronous step-down switching regulator with adjustable current limitation
Lighting Sensors;4;Cust-Application;259683;LDF;Active;Y;1 A Very low drop voltage regulator 
Lighting Sensors;4;Cust-Application;254226;LDFM;Active;Y;500 mA very low drop voltage regulator
Lighting Sensors;4;Cust-Application;260177;LDK220;Active;Y;200 mA low quiescent current and low noise LDO
Lighting Sensors;4;Cust-Application;262564;LDK320;Active;Y;200 mA low quiescent current and high PSRR voltage regulator
Lighting Sensors;4;Cust-Application;261499;LDL212;Active;Y;1.2A Low Drop Linear Regulator IC
Lighting Sensors;4;Cust-Application;63662;LM135;Active;Y;Precision Temperature Sensor
Lighting Sensors;4;Cust-Application;63680;LM235;Active;Y;Precision Temperature Sensor
Lighting Sensors;4;Cust-Application;63712;LM335;Active;Y;Precision Temperature Sensor
Lighting Sensors;4;Cust-Application;265314;LinuxDriverIIO;Active;Y;Linux device drivers for MEMS motion and environmental sensors (Industrial I/O framework)
Lighting Sensors;4;Cust-Application;265121;LinuxDriverInput;Active;Y;Linux device drivers for MEMS motion and environmental sensors (Input framework)
Lighting Sensors;4;Cust-Application;201577;ST1S12XX;Active;Y;Synchronous rectification with enable, 0.7 A, 1.7 MHz fixed or adjustable step-down switching regulator in TSOT23-5L
Lighting Sensors;4;Cust-Application;251092;ST1S14;Active;Y;Up to 3 A step-down switching regulator
Lighting Sensors;4;Cust-Application;258806;ST715;Active;Y;High input voltage, 85 mA LDO linear regulator
Lighting Sensors;4;Cust-Application;268058;STBLEMesh;Active;Y;BLE Mesh application for Android and iOS
Lighting Sensors;4;Cust-Application;245209;STD18N55M5;Active;Y;N-channel 550 V, 0.150 Ohm typ., 16 A MDmesh M5  Power MOSFET in DPAK package
Lighting Sensors;4;Cust-Application;121769;STDS75;Active;Y;Digital temperature sensor and thermal watchdog
Lighting Sensors;4;Cust-Application;262250;STEVAL-IDI001V1;NRND;Y;A premium developer's tool for sensor hub applications
Lighting Sensors;4;Cust-Application;207973;STEVAL-ISA055V1;Active;Y;0.7 A / 1.2 V synchronous buck converter with enable function based on the ST1S12XX
Lighting Sensors;4;Cust-Application;252400;STEVAL-ISA084V1;Active;Y;4 A peak, 800 kHz fixed-frequency PWM synchronous step-down demonstration board with enable on/off based on the ST1S40
Lighting Sensors;4;Cust-Application;251956;STEVAL-ISA095V1;Active;Y;Up to 3 A step-down switching regulator based on the ST1S14
Lighting Sensors;4;Cust-Application;259580;STEVAL-ISA152V1;Active;Y;3.3 V/3 A high efficiency step down DC-DC converter (VIN= 4.5 to 60 V) based on the L7987
Lighting Sensors;4;Cust-Application;261390;STEVAL-ISA158V1;Active;Y;38 V - 2 A synchronous step-down switching regulator evaluation board based on the A6986
Lighting Sensors;4;Cust-Application;260362;STEVAL-MKI141V2;Active;Y;HTS221 humidity sensor adapter board for standard DIL24 socket (full pinout)
Lighting Sensors;4;Cust-Application;265391;STEVAL-SMARTAG1;Active;Y;NFC Dynamic Tag sensor node evaluation board
Lighting Sensors;4;Cust-Application;255688;STF10N60M2;Active;Y;N-channel 600 V, 0.55 Ohm typ., 7.5 A MDmesh M2 Power MOSFET in TO-220FP package
Lighting Sensors;4;Cust-Application;253461;STF11N65M5;Active;Y;N-channel 650 V, 0.43 Ohm typ., 9 A MDmesh M5 Power MOSFET in TO-220FP package
Lighting Sensors;4;Cust-Application;255527;STF13N60M2;Active;Y;N-channel 600 V, 0.35 Ohm typ., 11 A MDmesh M2 Power MOSFET in TO-220FP package
Lighting Sensors;4;Cust-Application;255782;STF7N60M2;Active;Y;N-channel 600 V, 0.86 Ohm typ., 5 A MDmesh M2 Power MOSFET in TO-220FP package
Lighting Sensors;4;Cust-Application;262202;STL160N4F7;Active;Y;N-channel 40 V, 2.1 mOhm typ., 120 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Lighting Sensors;4;Cust-Application;261795;STL20N6F7;Active;Y;N-channel 60 V, 0.0046 Ohm typ., 20 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Lighting Sensors;4;Cust-Application;261733;STL50N6F7;Active;Y;N-channel 60 V, 9 mOhm typ., 60 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Lighting Sensors;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Lighting Sensors;4;Cust-Application;121768;STLM75;Active;Y;High-precision digital temperature sensor and thermal watchdog
Lighting Sensors;4;Cust-Application;255744;STTS2004;Active;Y;2.2 V memory module temperature sensor with a 4 Kb SPD EEPROM
Lighting Sensors;4;Cust-Application;169086;STTS75;Active;Y;Digital temperature sensor and thermal watchdog, delta-sigma analog-to-digital (ADC) converter, I2C interface
Lighting Sensors;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Lighting Sensors;4;Cust-Application;254075;TS881;Active;Y;Rail-to-rail 0.9V nanopower, push-pull single comparator
Lighting Sensors;4;Cust-Application;254110;TSU101;Active;Y;Nanopower (580nA) rail-to-rail I/O 5V CMOS Op-Amp
Lighting Sensors;4;Cust-Application;187398;TSV631;Active;Y;Rail-to-rail input/output 5V CMOS Op-Amp, micro-power (60uA), GBP=880kHz, single 
Lighting Sensors;4;Cust-Application;263309;VL53L0X;Active;Y;Time-of-Flight ranging sensor
Lighting Sensors;4;Cust-Application;266510;VL53L1X;Active;Y;Time-of-Flight ranging sensor based on ST's FlightSense technology
Lighting Sensors;4;Cust-Application;260441;VL6180X;Active;Y;Proximity sensor and ambient light sensing (ALS) module
Lighting Sensors;4;Cust-Application;264305;X-CUBE-MEMS-XT1;NRND;Y;Sensor and DSP algorithm software expansion for STM32Cube
Lighting Sensors;4;Cust-Application;261412;X-CUBE-MEMS1;Active;Y;Sensor and motion algorithm software expansion for STM32Cube
Lighting Sensors;4;Cust-Application;261191;X-NUCLEO-IKS01A1;NRND;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Lighting Sensors;4;Cust-Application;263919;X-NUCLEO-IKS01A2;Active;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Livestock Position and Health Monitoring;4;Cust-Application;265351;AndroidHAL-IIO;Active;Y;Android sensor HAL for MEMS motion and environmental sensors (Industrial I/O framework)
Livestock Position and Health Monitoring;4;Cust-Application;265355;AndroidHALInput;Active;Y;Android sensor HAL for MEMS motion and environmental sensors (Input framework)
Livestock Position and Health Monitoring;4;Cust-Application;262200;BlueNRG-1;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Livestock Position and Health Monitoring;4;Cust-Application;260894;BlueNRG-MS;Active;Y;Bluetooth Low Energy Network Processor supporting Bluetooth 4.2 core specification
Livestock Position and Health Monitoring;4;Cust-Application;266625;C-Driver-MEMS;Active;Y;Standard C platform-independent drivers for MEMS motion and environmental sensors
Livestock Position and Health Monitoring;4;Cust-Application;263215;FP-SEC-BLENFC1;Active;Y;Bluetooth Low Energy and Dynamic NFC tag software expansion for STM32Cube
Livestock Position and Health Monitoring;4;Cust-Application;266748;FP-SNS-SMARTAG1;Active;Y;STM32Cube function pack for IoT node with Dynamic NFC Tag, environmental and motion sensors
Livestock Position and Health Monitoring;4;Cust-Application;260202;LD39050;Active;Y;500 mA low quiescent current and low noise voltage regulator
Livestock Position and Health Monitoring;4;Cust-Application;260256;LD39100;Active;Y;1 A low quiescent current low noise voltage regulator
Livestock Position and Health Monitoring;4;Cust-Application;259313;LD39130S;Active;Y;300 mA very low quiescent current Linear regulator IC with automatic Green mode
Livestock Position and Health Monitoring;4;Cust-Application;259955;LD39200;Active;Y;2 A high PSRR ultra low drop linear regulator with reverse current protection
Livestock Position and Health Monitoring;4;Cust-Application;259651;LDK120;Active;Y;200 mA low quiescent current very low noise LDO
Livestock Position and Health Monitoring;4;Cust-Application;258526;LDK130;Active;Y;300 mA low quiescent current very low noise LDO (automotive for SOT23-5L package)
Livestock Position and Health Monitoring;4;Cust-Application;264111;LIS2DW12;Active;Y;3-axis MEMS accelerometer, ultra low power, configurable single/double-tap recognition, free-fall, wakeup, portrait/landscape, 6D/4D orientation detections
Livestock Position and Health Monitoring;4;Cust-Application;265314;LinuxDriverIIO;Active;Y;Linux device drivers for MEMS motion and environmental sensors (Industrial I/O framework)
Livestock Position and Health Monitoring;4;Cust-Application;265121;LinuxDriverInput;Active;Y;Linux device drivers for MEMS motion and environmental sensors (Input framework)
Livestock Position and Health Monitoring;4;Cust-Application;265181;MP34DT05-A;Active;Y;MEMS audio sensor omnidirectional stereo digital microphone
Livestock Position and Health Monitoring;4;Cust-Application;260001;NUCLEO-L053R8;Active;Y;STM32 Nucleo-64 development board with STM32L053R8 MCU, supports Arduino and ST morpho connectivity
Livestock Position and Health Monitoring;4;Cust-Application;261637;NUCLEO-L073RZ;Active;Y;STM32 Nucleo-64 development board with STM32L073RZ MCU, supports Arduino and ST morpho connectivity
Livestock Position and Health Monitoring;4;Cust-Application;261796;S2-LP;Active;Y;Ultra-low power, high performance, sub-1GHz transceiver
Livestock Position and Health Monitoring;4;Cust-Application;264747;SPBTLE-1S;NRND;Y;"Very low power application module for Bluetooth&#174; Smart v4.2"
Livestock Position and Health Monitoring;4;Cust-Application;261927;SPBTLE-RF;NRND;Y;Very low power module for Bluetooth Smart v4.1
Livestock Position and Health Monitoring;4;Cust-Application;264351;ST25DV-DISCOVERY;Active;Y;Discovery kit for ST25DV04K Dynamic NFC/RFID tag IC with fast transfer mode capability
Livestock Position and Health Monitoring;4;Cust-Application;264475;ST25R3911B-DISCO;Active;Y;Discovery kit for ST25R3911B high performance HF reader / NFC initiator with 1.4 W output power, VHBR and AAT
Livestock Position and Health Monitoring;4;Cust-Application;263037;STBC02;Active;Y;Li-Ion linear battery charger with LDO, load switches and reset generator
Livestock Position and Health Monitoring;4;Cust-Application;264327;STBC03;Active;Y;Li-Ion linear battery charger with LDO and load switches
Livestock Position and Health Monitoring;4;Cust-Application;144260;STBC08;Active;Y;800mA STANDALONE LINEAR Li-Ion Battery charger with thermal regulation
Livestock Position and Health Monitoring;4;Cust-Application;259984;STBCFG01;NRND;Y;Switch-mode Single Cell Li+ Battery Charger with OTG Boost, Voltage Mode Fuel Gauge and LDO
Livestock Position and Health Monitoring;4;Cust-Application;144263;STC4054;Active;Y;800mA Standalone linear Li-Ion battery charger with thermal regulation
Livestock Position and Health Monitoring;4;Cust-Application;255615;STCC2540;Active;Y;USB charging controller with integrated power switch
Livestock Position and Health Monitoring;4;Cust-Application;265508;STEVAL-FKI433V2;Active;Y;Sub-1GHz (430-470 MHz) transceiver development kit based on S2-LP
Livestock Position and Health Monitoring;4;Cust-Application;265506;STEVAL-FKI868V2;Active;Y;Sub-1GHz (860-940 MHz) transceiver development kit based on S2-LP
Livestock Position and Health Monitoring;4;Cust-Application;264479;STEVAL-FKI915V1;Active;Y;Sub-1GHz transceiver development kit based on S2-LP
Livestock Position and Health Monitoring;4;Cust-Application;265116;STEVAL-IDB007V2;Active;Y;STEVAL-IDB007V2 evaluation platform based on the BlueNRG-1
Livestock Position and Health Monitoring;4;Cust-Application;265215;STEVAL-IDB008V2;Active;Y;Evaluation platform based on the BlueNRG-2
Livestock Position and Health Monitoring;4;Cust-Application;260371;STEVAL-ISA156V1;Active;Y;38 V, 2 A synchronous step-down switching regulator evaluation board based on the L6986
Livestock Position and Health Monitoring;4;Cust-Application;262244;STEVAL-ISA185V1;Active;Y;38 V, 0.5 A synchronous step-down switching regulator evaluation board based on A6985F3V3
Livestock Position and Health Monitoring;4;Cust-Application;262245;STEVAL-ISA186V1;Active;Y;38 V, 0.5 A synchronous step-down switching regulator evaluation board based on A6985F5V
Livestock Position and Health Monitoring;4;Cust-Application;262246;STEVAL-ISA187V1;Active;Y;38 V, 0.5 A synchronous step-down switching regulator evaluation board based on A6985F
Livestock Position and Health Monitoring;4;Cust-Application;262247;STEVAL-ISA188V1;Active;Y;38 V, 1.5 A synchronous step-down switching regulator evaluation board based on A6986F3V3
Livestock Position and Health Monitoring;4;Cust-Application;262243;STEVAL-ISA189V1;Active;Y;38 V, 1.5 A synchronous step-down switching regulator evaluation board based on A6986F5V
Livestock Position and Health Monitoring;4;Cust-Application;263317;STEVAL-ISA190V1;Active;Y;38 V, 1.5 A synchronous step-down switching regulator evaluation board based on A6986F
Livestock Position and Health Monitoring;4;Cust-Application;261878;STEVAL-ISB033V1;NRND;Y;Evaluation board for STBCFG01 single-cell Li+ battery charger with OTG boost, voltage mode fuel gauge and 200 mA LDO
Livestock Position and Health Monitoring;4;Cust-Application;264723;STEVAL-LDO001V1;Active;Y;Quad high performance LDO evaluation board based on LDBL20, LDLN025, LD39130S and STLQ020
Livestock Position and Health Monitoring;4;Cust-Application;265493;STEVAL-MIC001V1;Active;Y;Microphone coupon board based on the MP34DT05-A digital MEMS
Livestock Position and Health Monitoring;4;Cust-Application;252688;STEVAL-MKI109V2;NRND;Y;eMotion: ST MEMS adapters motherboard based on STM32F103, compatible with all ST MEMS adapter boards
Livestock Position and Health Monitoring;4;Cust-Application;260362;STEVAL-MKI141V2;Active;Y;HTS221 humidity sensor adapter board for standard DIL24 socket (full pinout)
Livestock Position and Health Monitoring;4;Cust-Application;260159;STEVAL-MKI151V1;Active;Y;LIS2DH12 3-axis accelerometer adapter board for standard DIL 24 socket, compatible with STEVAL-MKI109V2
Livestock Position and Health Monitoring;4;Cust-Application;265093;STEVAL-MKI179V1;Active;Y;LIS2DW12 adapter board for a standard DIL 24 socket
Livestock Position and Health Monitoring;4;Cust-Application;265391;STEVAL-SMARTAG1;Active;Y;NFC Dynamic Tag sensor node evaluation board
Livestock Position and Health Monitoring;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Livestock Position and Health Monitoring;4;Cust-Application;264732;STLQ020;Active;Y;200 mA ultra-low quiescent current LDO
Livestock Position and Health Monitoring;4;Cust-Application;259242;STM32CubeMX;Active;Y;STM32Cube initialization code generator
Livestock Position and Health Monitoring;4;Cust-Application;260954;STM32L073Z-EVAL;Active;Y;Evaluation board with STM32L073VZ MCU
Livestock Position and Health Monitoring;4;Cust-Application;255653;STNS01;Active;Y;Li-Ion Linear Battery Charger with LDO
Livestock Position and Health Monitoring;4;Cust-Application;261967;STSW-BLUENRG-DK;Active;Y;Setup for BlueNRG Kits
Livestock Position and Health Monitoring;4;Cust-Application;263538;STSW-BLUENRG1-DK;Active;Y;BlueNRG-1, BlueNRG-2 DK SW package
Livestock Position and Health Monitoring;4;Cust-Application;264681;STSW-BNRG-Mesh;Active;Y;Mesh over Bluetooth Low Energy
Livestock Position and Health Monitoring;4;Cust-Application;264751;STSW-BNRG-S2LP;Active;Y;STSW-BNRG-S2LP evaluation software package based on BlueNRG-1 and S2-LP
Livestock Position and Health Monitoring;4;Cust-Application;270877;STSW-BNRGLP-Mesh;Active;Y;Mesh over Bluetooth low energy
Livestock Position and Health Monitoring;4;Cust-Application;263294;STSW-BNRGUI;Active;Y;BLUENRG family GUI 
Livestock Position and Health Monitoring;4;Cust-Application;264356;STSW-S2LP-DK;Active;Y;Evaluation SW package based on S2-LP
Livestock Position and Health Monitoring;4;Cust-Application;264357;STSW-S2LP-SFX-DK;Active;Y;Evaluation SW package based on S2-LP
Livestock Position and Health Monitoring;4;Cust-Application;262827;STSW-ST25001;Active;Y;"Application executable of the &#34;NFC Tap&#34; Android app for ST25 product family"
Livestock Position and Health Monitoring;4;Cust-Application;264350;STSW-ST25DV001;Active;Y;Firmware for ST25DV-DISCOVERY kit
Livestock Position and Health Monitoring;4;Cust-Application;265232;STSW-ST25IOS001;Active;Y;"Application executable of the &#34;NFC Tap&#34; iOS app for ST25 product family"
Livestock Position and Health Monitoring;4;Cust-Application;265315;STSW-ST25SDK001;Active;Y;Software Development Kit for ST25 Tags and Dynamic Tags
Livestock Position and Health Monitoring;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Livestock Position and Health Monitoring;4;Cust-Application;219445;STUSBCD01B;Active;Y;USB charger detection interface
Livestock Position and Health Monitoring;4;Cust-Application;261442;X-CUBE-BLE1;Active;Y;Bluetooth Low Energy software expansion for STM32Cube
Livestock Position and Health Monitoring;4;Cust-Application;264305;X-CUBE-MEMS-XT1;NRND;Y;Sensor and DSP algorithm software expansion for STM32Cube
Livestock Position and Health Monitoring;4;Cust-Application;261412;X-CUBE-MEMS1;Active;Y;Sensor and motion algorithm software expansion for STM32Cube
Livestock Position and Health Monitoring;4;Cust-Application;264761;X-CUBE-NFC4;Active;Y;Dynamic NFC/RFID tag IC software expansion for STM32Cube
Livestock Position and Health Monitoring;4;Cust-Application;262191;X-NUCLEO-IDB05A1;NRND;Y;Bluetooth Low Energy expansion board based on SPBTLE-RF module for STM32 Nucleo
Livestock Position and Health Monitoring;4;Cust-Application;261191;X-NUCLEO-IKS01A1;NRND;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Livestock Position and Health Monitoring;4;Cust-Application;263919;X-NUCLEO-IKS01A2;Active;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Livestock Position and Health Monitoring;4;Cust-Application;264217;X-NUCLEO-NFC04A1;Active;Y;Dynamic NFC/RFID tag IC expansion board based on ST25DV04K for STM32 Nucleo
LoRa;4;Cust-Application;264368;B-L072Z-LRWAN1;Active;Y;STM32L0 Discovery kit LoRa, Sigfox, low-power wireless
LoRa;4;Cust-Application;267209;FP-ATR-LORA1;Active;Y;STM32Cube function pack for IoT tracker node with LoRa connectivity, GNSS and sensors 
LoRa;4;Cust-Application;263884;I-CUBE-LRWAN;Active;Y;LoRaWAN software expansion for STM32Cube (UM2073)
LoRa;4;Cust-Application;264564;I-NUCLEO-LRWAN1;Active;Y;"USI&#174; STM32&#8482; Nucleo expansion board for LoRa&#8482;"
LoRa;4;Cust-Application;263980;I-NUCLEO-SX1272D;Active;Y;High-performance RF transceiver expansion board featuring FSK, OOK and the LoRa long range modem for STM32 Nucleo-64
LoRa;4;Cust-Application;267466;P-NUCLEO-LRWAN2;Active;Y;"STM32 Nucleo pack LoRa&#8482; HF band sensor and gateway"
LoRa;4;Cust-Application;267489;P-NUCLEO-LRWAN3;Active;Y;"STM32 Nucleo pack LoRa&#8482; LF band sensor and gateway"
LoRa;4;Cust-Application;267422;STEVAL-STRKT01;Active;Y;"LoRa&#174; IoT tracker"
LoRa;4;Cust-Application;270596;STM32WL54CC;Active;Y;Sub-GHz Wireless Microcontrollers. Dual-core Arm Cortex-M4/M0+ @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;270599;STM32WL54JC;Active;Y;Sub-GHz Wireless Microcontrollers. Dual-core Arm Cortex-M4/M0+ @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;267264;STM32WL55CC;Active;Y;Sub-GHz Wireless Microcontrollers. Dual-core Arm Cortex-M4/M0+ @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;267265;STM32WL55JC;Active;Y;Sub-GHz Wireless Microcontrollers. Dual-core Arm Cortex-M4/M0+ @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;270581;STM32WLE4CC;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;270584;STM32WLE4JC;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;270046;STM32WLE5C8;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 64 Kbytes of Flash memory, 20 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;270045;STM32WLE5CB;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 128 Kbytes of Flash memory, 48 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;269526;STM32WLE5CC;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;268949;STM32WLE5J8;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 64 Kbytes of Flash memory, 20 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;268499;STM32WLE5JB;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 128 Kbytes of Flash memory, 48 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;268498;STM32WLE5JC;Active;Y;Sub-GHz Wireless Microcontrollers. Arm Cortex-M4 @48 MHz with 256 Kbytes of Flash memory, 64 Kbytes of SRAM. LoRa, (G)FSK, (G)MSK, BPSK modulations. AES 256-bit. Multiprotocol System-on-Chip.
LoRa;4;Cust-Application;263089;STSAFE-A100;Active;Y;Authentication & Brand protection secure solution
LoRa;4;Cust-Application;269271;X-NUCLEO-EEPRMA2;Active;Y;"Standard I&#178;C and SPI EEPROM memory expansion board based on M24xx and M95xx series for STM32 Nucleo"
Magnetic Resonance Imaging (MRI);4;Cust-Application;220131;STAC3932F;Active;Y;RF power transistors HF/VHF/UHF N-channel MOSFETs
Magnetic Resonance Imaging (MRI);4;Cust-Application;250413;STAC4932B;Active;Y;HF/VHF/UHF RF power N-channel MOSFET
Magnetic Resonance Imaging (MRI);4;Cust-Application;250415;STAC4932F;Active;Y;RF power transistors HF/VHF/UHF N-channel MOSFET
Magnetic Resonance Imaging (MRI);4;Cust-Application;253081;STEVAL-IMR002V1;NRND;Y;2 kW/100 V  RF demonstration board for 3 T MRI based on the STAC4932B
Magnetic Resonance Imaging (MRI);4;Cust-Application;261374;STL100N8F7;Active;Y;N-channel 80 V, 5.2 mOhm typ., 100 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Magnetic Resonance Imaging (MRI);4;Cust-Application;261795;STL20N6F7;Active;Y;N-channel 60 V, 0.0046 Ohm typ., 20 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Magnetic Resonance Imaging (MRI);4;Cust-Application;261733;STL50N6F7;Active;Y;N-channel 60 V, 9 mOhm typ., 60 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Magnetic Resonance Imaging (MRI);4;Cust-Application;257548;STSW-RFMOS001;Active;Y;Mismatch analysis for RF transistor circuits based on Agilent ADS
Magnetic Resonance Imaging (MRI);4;Cust-Application;259794;STSW-RFMOS002;Active;Y;Large signal load stability for RF transistors based on Agilnet ADS 
Main Inverter (Electric Traction);4;Cust-Application;260727;ESDCAN01-2BLY;Active;Y;Automotive dual-line TVS in SOT23-3L for  CAN bus (12 V system)
Main Inverter (Electric Traction);4;Cust-Application;261834;ESDCAN03-2BWY;Active;Y;Automotive dual-line TVS in SOT323-3L for CAN bus (12 V system)
Main Inverter (Electric Traction);4;Cust-Application;264446;ESDCAN05-2BWY;Active;Y;Automotive dual-line TVS in SOT323-3L for CAN bus (24 V system)
Main Inverter (Electric Traction);4;Cust-Application;261198;L5963;Active;Y;Automotive dual monolithic switching regulator with LDO and HSD
Main Inverter (Electric Traction);4;Cust-Application;63397;L9616;Active;Y;Automotive High Speed Can Bus Transceiver
Main Inverter (Electric Traction);4;Cust-Application;263686;SCTW100N65G2AG;Active;Y;Automotive-grade silicon carbide Power MOSFET 650 V, 100 A, 20 mOhm (typ. TJ = 25 C) in an HiP247 package
Main Inverter (Electric Traction);4;Cust-Application;269918;SL-MCAMC01001V1;Active;Y;Electric traction for small vehicles (up to 48V BLDC motors)
Main Inverter (Electric Traction);4;Cust-Application;270606;SL-TTM001V1;Active;Y;5kW Low voltage electric traction inverter
Main Inverter (Electric Traction);4;Cust-Application;251007;SM15TY;Active;Y;Automotive 1500 W TVS in SMC
Main Inverter (Electric Traction);4;Cust-Application;252255;SM30TY;Active;Y;Automotive 3000 W TVS in SMC
Main Inverter (Electric Traction);4;Cust-Application;251006;SM4TY;Active;Y;Automotive 400 W TVS in SMA
Main Inverter (Electric Traction);4;Cust-Application;261990;SM6T250CAY;Active;Y;Automotive 600 W, 213 V TVS in SMB
Main Inverter (Electric Traction);4;Cust-Application;252789;SPC56EL54L3;Active;Y;32-bit Power Architecture MCU for Automotive Chassis and Safety Applications
Main Inverter (Electric Traction);4;Cust-Application;264187;SPC584B70E7;Active;Y;32-bit Power Architecture MCU for Automotive General Purpose Applications - Chorus family
Main Inverter (Electric Traction);4;Cust-Application;262662;SPC58EC80C3;Active;Y;32-bit Power Architecture MCU for Automotive General Purpose Applications - Chorus family
Main Inverter (Electric Traction);4;Cust-Application;260828;SPC58NE84C3;Active;Y;32-bit Power Architecture MCU for High Performance Applications
Main Inverter (Electric Traction);4;Cust-Application;264198;ST-DIODE-FINDER;Active;Y;Diode product finder application for Android and iOS
Main Inverter (Electric Traction);4;Cust-Application;266686;STGH30H65FB-2AG;Evaluation;Y;Automotive-grade trench gate field-stop IGBT, HB series 650 V, 30 A high speed
Main Inverter (Electric Traction);4;Cust-Application;263844;STGYA120M65DF2AG;Active;Y;Automotive-grade trench gate field-stop IGBT, M series 650 V, 120 A low loss in a Max247 long leads package
Main Inverter (Electric Traction);4;Cust-Application;166589;TSC102;Active;Y;High side current sense amplifier plus signal conditioning amplifier
Massagers;4;Cust-Application;266739;AlgoBuilder;Active;Y;Application for the graphical design of algorithms
Massagers;4;Cust-Application;264366;B-L475E-IOT01A;Active;Y;STM32L4 Discovery kit IoT node,  low-power wireless, BLE, NFC, SubGHz, Wi-Fi
Massagers;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Massagers;4;Cust-Application;262927;BlueMS;NRND;Y;This app has been replaced by STBLESensor
Massagers;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Massagers;4;Cust-Application;224143;EMIF08-LCD04M16;Active;Y;8-line L-C EMI filter and ESD protection for display interfaces
Massagers;4;Cust-Application;66631;ESDA6V1BC6;Active;Y;QUAD BIDIRECTIONAL TRANSIL SUPPRESSOR FOR ESD PROTECTION
